body_type,sex,diet,transport_mode,vehicle_type,vehicle_monthly_km,daily_screen_hours,daily_internet_hours,heating_source,energy_efficient,air_travel_frequency,monthly_grocery_bill,waste_bags_per_week,carbon_emission_kg,screen_category
obese,female,vegetarian,public,None,1218,10,19,natural gas,No,rarely,175,1,1480,High Screen Time (>6h)
overweight,female,omnivore,walk/bicycle,None,1,4,9,natural gas,No,rarely,212,1,1556,Low Screen Time (≤6h)
overweight,male,omnivore,public,None,638,8,1,natural gas,Yes,never,101,7,1847,High Screen Time (>6h)
normal,female,omnivore,private,hybrid,8641,19,20,natural gas,Sometimes,rarely,296,4,2778,High Screen Time (>6h)
normal,male,omnivore,walk/bicycle,None,46,14,14,coal,No,never,66,5,1828,High Screen Time (>6h)
overweight,female,vegetarian,private,hybrid,2871,15,0,wood,Yes,rarely,210,1,1684,High Screen Time (>6h)
obese,female,omnivore,public,None,978,15,24,coal,Yes,very frequently,189,1,3503,High Screen Time (>6h)
normal,female,omnivore,public,None,1585,12,1,natural gas,No,very frequently,225,1,2540,High Screen Time (>6h)
underweight,female,vegan,walk/bicycle,None,92,11,1,wood,Sometimes,never,139,2,838,High Screen Time (>6h)
normal,female,vegetarian,private,lpg,4197,17,8,coal,No,very frequently,217,4,3559,High Screen Time (>6h)
normal,female,vegan,public,None,199,15,16,electricity,No,frequently,275,4,1237,High Screen Time (>6h)
normal,female,omnivore,public,None,732,1,1,coal,Sometimes,frequently,81,4,1406,Low Screen Time (≤6h)
underweight,male,vegan,public,None,584,5,15,natural gas,Sometimes,frequently,270,6,1812,Low Screen Time (≤6h)
underweight,male,pescatarian,public,None,476,17,10,natural gas,Sometimes,very frequently,219,4,2784,High Screen Time (>6h)
obese,female,omnivore,public,None,1507,24,15,electricity,Sometimes,very frequently,207,4,2554,High Screen Time (>6h)
underweight,male,vegetarian,private,electric,6915,0,5,wood,Sometimes,rarely,131,5,1203,Low Screen Time (≤6h)
underweight,female,vegan,public,None,133,11,5,coal,No,rarely,56,4,1167,High Screen Time (>6h)
normal,male,vegetarian,walk/bicycle,None,9,13,3,coal,Yes,rarely,184,1,1279,High Screen Time (>6h)
overweight,female,vegan,walk/bicycle,None,34,5,22,electricity,No,never,250,6,842,Low Screen Time (≤6h)
normal,male,vegetarian,private,electric,9359,19,10,coal,Yes,very frequently,85,2,2654,High Screen Time (>6h)
underweight,female,pescatarian,walk/bicycle,None,62,13,4,natural gas,Sometimes,never,126,1,830,High Screen Time (>6h)
underweight,male,vegan,public,None,1681,2,19,natural gas,No,rarely,297,3,1624,Low Screen Time (≤6h)
underweight,male,vegetarian,walk/bicycle,None,93,16,7,coal,Yes,never,210,3,1439,High Screen Time (>6h)
underweight,male,omnivore,walk/bicycle,None,56,11,13,coal,No,very frequently,245,1,2904,High Screen Time (>6h)
overweight,female,pescatarian,private,lpg,3509,9,14,coal,Sometimes,very frequently,293,7,4103,High Screen Time (>6h)
overweight,female,vegetarian,walk/bicycle,None,37,15,10,wood,No,rarely,173,2,1060,High Screen Time (>6h)
underweight,male,omnivore,private,lpg,6731,7,12,coal,Yes,very frequently,123,2,4203,High Screen Time (>6h)
underweight,female,vegetarian,public,None,1388,19,6,coal,Sometimes,rarely,75,1,856,High Screen Time (>6h)
normal,male,vegetarian,private,electric,159,4,16,electricity,No,frequently,256,7,2433,Low Screen Time (≤6h)
normal,male,vegetarian,private,petrol,7976,5,0,coal,No,never,73,5,4483,Low Screen Time (≤6h)
obese,male,omnivore,public,None,1032,7,18,electricity,Yes,never,273,7,1661,High Screen Time (>6h)
underweight,male,vegan,public,None,1351,5,7,coal,No,rarely,129,6,1484,Low Screen Time (≤6h)
overweight,female,vegetarian,public,None,436,9,23,natural gas,Yes,very frequently,65,2,2955,High Screen Time (>6h)
normal,female,vegan,private,lpg,4595,16,10,wood,Yes,rarely,231,4,2590,High Screen Time (>6h)
underweight,male,vegetarian,public,None,770,0,1,wood,Sometimes,never,271,4,1166,Low Screen Time (≤6h)
obese,female,omnivore,public,None,1632,13,20,natural gas,No,rarely,137,2,1742,High Screen Time (>6h)
obese,female,pescatarian,public,None,69,0,17,natural gas,Sometimes,rarely,54,5,1628,Low Screen Time (≤6h)
obese,male,pescatarian,public,None,1876,14,14,electricity,No,never,219,4,2090,High Screen Time (>6h)
normal,male,vegan,public,None,158,5,7,coal,Sometimes,never,68,3,1327,Low Screen Time (≤6h)
obese,female,omnivore,public,None,838,18,6,coal,Yes,frequently,289,6,2673,High Screen Time (>6h)
overweight,male,vegetarian,private,diesel,2723,6,17,electricity,No,rarely,76,7,2664,Low Screen Time (≤6h)
underweight,female,vegan,public,None,593,11,17,electricity,Sometimes,frequently,67,2,1239,High Screen Time (>6h)
normal,female,vegan,private,petrol,4910,5,22,wood,Sometimes,never,296,5,2991,Low Screen Time (≤6h)
overweight,female,omnivore,walk/bicycle,None,61,0,9,natural gas,Sometimes,rarely,244,7,1688,Low Screen Time (≤6h)
normal,female,omnivore,walk/bicycle,None,54,7,6,coal,Yes,rarely,105,2,1563,High Screen Time (>6h)
overweight,male,pescatarian,private,diesel,4425,11,23,natural gas,Sometimes,rarely,275,2,3127,High Screen Time (>6h)
obese,male,omnivore,walk/bicycle,None,85,0,22,coal,Yes,very frequently,83,6,4095,Low Screen Time (≤6h)
overweight,female,vegetarian,private,hybrid,7434,14,5,coal,Yes,rarely,162,6,2486,High Screen Time (>6h)
obese,male,omnivore,private,petrol,7258,9,18,electricity,No,frequently,209,1,5082,High Screen Time (>6h)
obese,male,vegan,walk/bicycle,None,7,2,22,wood,Yes,never,76,5,2160,Low Screen Time (≤6h)
obese,male,vegetarian,walk/bicycle,None,74,2,5,coal,No,frequently,72,3,2091,Low Screen Time (≤6h)
normal,male,vegan,walk/bicycle,None,37,14,22,electricity,No,never,282,5,1696,High Screen Time (>6h)
overweight,male,vegan,private,electric,1170,15,22,coal,Yes,never,298,1,1009,High Screen Time (>6h)
underweight,male,omnivore,private,hybrid,6890,15,11,wood,Yes,never,170,2,2134,High Screen Time (>6h)
obese,male,vegan,public,None,506,12,0,coal,Yes,rarely,234,4,2047,High Screen Time (>6h)
normal,male,omnivore,walk/bicycle,None,99,10,14,natural gas,Sometimes,never,282,6,2190,High Screen Time (>6h)
overweight,female,vegetarian,private,electric,1695,22,24,natural gas,Yes,never,215,6,1177,High Screen Time (>6h)
overweight,female,pescatarian,private,electric,5671,16,14,electricity,Yes,frequently,175,4,1814,High Screen Time (>6h)
underweight,female,omnivore,private,electric,8553,6,19,electricity,Yes,never,190,6,1284,Low Screen Time (≤6h)
underweight,male,pescatarian,public,None,1418,15,12,coal,Yes,rarely,73,7,1839,High Screen Time (>6h)
underweight,female,pescatarian,public,None,382,10,18,electricity,Sometimes,rarely,214,3,1026,High Screen Time (>6h)
underweight,female,omnivore,private,lpg,5005,20,6,natural gas,Yes,never,127,6,2600,High Screen Time (>6h)
normal,female,vegetarian,walk/bicycle,None,77,3,10,electricity,No,very frequently,62,4,2189,Low Screen Time (≤6h)
underweight,male,vegetarian,public,None,194,17,5,electricity,Sometimes,rarely,199,2,1500,High Screen Time (>6h)
underweight,male,vegetarian,public,None,1446,16,5,wood,Sometimes,frequently,256,6,1685,High Screen Time (>6h)
normal,female,vegan,walk/bicycle,None,58,13,7,coal,Sometimes,frequently,223,6,1914,High Screen Time (>6h)
overweight,female,vegan,private,hybrid,7570,14,13,natural gas,No,rarely,185,2,2845,High Screen Time (>6h)
underweight,female,vegan,private,hybrid,8298,4,12,natural gas,Sometimes,rarely,125,2,2152,Low Screen Time (≤6h)
overweight,female,pescatarian,private,electric,3216,5,21,coal,Sometimes,very frequently,294,1,2577,Low Screen Time (≤6h)
obese,female,omnivore,private,lpg,9945,1,13,coal,Yes,rarely,187,3,4220,Low Screen Time (≤6h)
underweight,male,pescatarian,public,None,499,17,2,natural gas,Yes,never,155,6,1199,High Screen Time (>6h)
underweight,female,vegan,public,None,1426,4,16,wood,Sometimes,frequently,277,3,1552,Low Screen Time (≤6h)
obese,male,omnivore,private,electric,95,9,11,coal,Yes,very frequently,296,5,3294,High Screen Time (>6h)
obese,female,vegan,private,diesel,1467,7,1,coal,Sometimes,very frequently,213,6,3243,High Screen Time (>6h)
normal,female,pescatarian,public,None,1172,7,20,coal,No,never,269,2,1675,High Screen Time (>6h)
normal,female,vegetarian,public,None,1212,6,3,electricity,No,rarely,86,7,1304,Low Screen Time (≤6h)
underweight,male,omnivore,walk/bicycle,None,99,13,18,electricity,No,very frequently,228,6,2878,High Screen Time (>6h)
underweight,male,pescatarian,private,hybrid,2787,21,14,electricity,Yes,never,243,2,1126,High Screen Time (>6h)
underweight,male,omnivore,walk/bicycle,None,7,10,12,natural gas,Sometimes,rarely,276,3,1489,High Screen Time (>6h)
normal,male,omnivore,private,electric,3347,24,0,electricity,Yes,frequently,292,4,1954,High Screen Time (>6h)
underweight,female,vegan,public,None,1475,0,9,electricity,Sometimes,frequently,282,7,1957,Low Screen Time (≤6h)
obese,female,pescatarian,public,None,1873,9,23,natural gas,No,very frequently,74,7,3778,High Screen Time (>6h)
underweight,female,vegan,public,None,1661,24,10,natural gas,Yes,very frequently,208,2,2069,High Screen Time (>6h)
normal,male,omnivore,public,None,774,6,24,coal,No,frequently,260,2,2421,Low Screen Time (≤6h)
normal,male,vegan,public,None,1043,5,15,electricity,No,very frequently,294,2,2801,Low Screen Time (≤6h)
obese,female,pescatarian,private,petrol,9006,19,23,electricity,Sometimes,frequently,52,4,5547,High Screen Time (>6h)
obese,male,vegan,walk/bicycle,None,15,22,12,natural gas,No,frequently,229,2,2343,High Screen Time (>6h)
obese,male,vegetarian,public,None,1199,0,15,natural gas,No,never,291,5,2232,Low Screen Time (≤6h)
obese,female,vegetarian,walk/bicycle,None,20,12,9,coal,No,frequently,184,2,2309,High Screen Time (>6h)
underweight,male,vegan,private,diesel,4058,11,17,wood,No,rarely,131,3,2233,High Screen Time (>6h)
underweight,male,vegan,walk/bicycle,None,95,20,7,wood,Yes,frequently,288,4,1419,High Screen Time (>6h)
overweight,male,omnivore,walk/bicycle,None,71,20,13,coal,Yes,frequently,192,5,2087,High Screen Time (>6h)
overweight,female,vegetarian,public,None,1603,6,22,electricity,No,very frequently,175,5,2829,Low Screen Time (≤6h)
overweight,female,pescatarian,public,None,1595,16,4,natural gas,Sometimes,very frequently,64,2,3057,High Screen Time (>6h)
overweight,male,vegan,walk/bicycle,None,92,10,1,coal,Sometimes,frequently,62,4,2337,High Screen Time (>6h)
normal,female,vegetarian,walk/bicycle,None,80,19,5,natural gas,No,frequently,56,3,1651,High Screen Time (>6h)
obese,male,vegetarian,walk/bicycle,None,21,7,6,electricity,Sometimes,frequently,209,3,2214,High Screen Time (>6h)
underweight,female,omnivore,walk/bicycle,None,31,6,19,electricity,No,frequently,136,3,1402,Low Screen Time (≤6h)
underweight,male,pescatarian,walk/bicycle,None,3,7,12,wood,Sometimes,very frequently,284,2,2317,High Screen Time (>6h)
obese,male,vegetarian,private,electric,2698,9,4,coal,Yes,never,276,1,2027,High Screen Time (>6h)
normal,female,pescatarian,private,electric,1580,2,19,natural gas,Sometimes,never,209,5,1543,Low Screen Time (≤6h)
overweight,female,omnivore,private,lpg,5541,24,17,wood,Sometimes,rarely,86,3,2522,High Screen Time (>6h)
obese,female,omnivore,private,petrol,7014,1,8,electricity,Sometimes,rarely,238,2,3996,Low Screen Time (≤6h)
normal,male,omnivore,public,None,1122,10,19,coal,Yes,very frequently,79,5,2673,High Screen Time (>6h)
obese,male,vegan,private,petrol,1644,3,11,coal,Yes,never,200,3,2235,Low Screen Time (≤6h)
normal,female,vegetarian,public,None,1854,16,9,natural gas,Yes,rarely,214,3,1378,High Screen Time (>6h)
underweight,male,pescatarian,walk/bicycle,None,72,4,7,natural gas,Yes,very frequently,59,6,2939,Low Screen Time (≤6h)
obese,male,vegan,private,petrol,4383,9,21,electricity,Sometimes,very frequently,235,2,4311,High Screen Time (>6h)
overweight,female,pescatarian,walk/bicycle,None,69,11,24,coal,Sometimes,frequently,50,7,2107,High Screen Time (>6h)
underweight,female,omnivore,private,petrol,5954,14,21,natural gas,No,never,122,4,3419,High Screen Time (>6h)
normal,male,vegetarian,private,diesel,9258,12,20,wood,Yes,rarely,218,4,3713,High Screen Time (>6h)
obese,male,vegan,private,electric,2041,17,18,natural gas,Sometimes,frequently,156,1,1484,High Screen Time (>6h)
underweight,male,omnivore,private,electric,2033,1,1,coal,Sometimes,never,289,7,2517,Low Screen Time (≤6h)
overweight,female,vegetarian,public,None,1958,19,9,wood,No,frequently,168,7,1890,High Screen Time (>6h)
overweight,male,vegetarian,walk/bicycle,None,58,10,2,coal,Sometimes,frequently,242,5,3071,High Screen Time (>6h)
underweight,male,vegan,walk/bicycle,None,92,15,8,coal,No,frequently,73,4,2073,High Screen Time (>6h)
underweight,female,vegetarian,walk/bicycle,None,93,9,0,coal,Yes,very frequently,145,1,2233,High Screen Time (>6h)
underweight,female,omnivore,private,electric,7926,19,16,wood,No,never,214,5,1644,High Screen Time (>6h)
obese,male,omnivore,public,None,1988,15,9,electricity,No,very frequently,117,7,2957,High Screen Time (>6h)
overweight,male,vegetarian,public,None,757,6,9,natural gas,No,frequently,118,4,2278,Low Screen Time (≤6h)
underweight,female,omnivore,private,hybrid,8497,22,4,coal,Sometimes,rarely,292,6,2813,High Screen Time (>6h)
overweight,female,pescatarian,walk/bicycle,None,62,3,6,wood,No,frequently,162,4,1983,Low Screen Time (≤6h)
underweight,female,vegan,private,petrol,5323,16,24,wood,Sometimes,rarely,209,3,2779,High Screen Time (>6h)
overweight,male,vegetarian,walk/bicycle,None,17,22,1,electricity,Yes,very frequently,222,5,2212,High Screen Time (>6h)
obese,male,vegan,public,None,5,7,14,natural gas,Yes,very frequently,181,2,2910,High Screen Time (>6h)
underweight,female,pescatarian,public,None,1997,20,3,coal,Yes,rarely,74,1,1051,High Screen Time (>6h)
overweight,male,vegan,private,lpg,7153,6,16,natural gas,Sometimes,frequently,120,7,5044,Low Screen Time (≤6h)
normal,male,omnivore,public,None,1301,23,8,natural gas,Yes,never,163,2,1595,High Screen Time (>6h)
underweight,male,vegan,private,lpg,2864,24,19,coal,Sometimes,frequently,264,7,3745,High Screen Time (>6h)
obese,male,vegan,private,hybrid,6029,20,15,coal,Sometimes,rarely,252,3,3084,High Screen Time (>6h)
underweight,male,pescatarian,private,electric,825,17,4,wood,Yes,frequently,68,7,2280,High Screen Time (>6h)
obese,male,pescatarian,public,None,660,12,11,coal,Yes,very frequently,177,6,3669,High Screen Time (>6h)
normal,female,pescatarian,public,None,967,17,2,wood,Yes,very frequently,94,2,1724,High Screen Time (>6h)
overweight,male,omnivore,public,None,1111,0,11,electricity,Sometimes,rarely,247,3,1695,Low Screen Time (≤6h)
overweight,male,vegan,public,None,884,7,16,electricity,No,very frequently,144,4,2423,High Screen Time (>6h)
underweight,male,vegan,private,diesel,704,4,3,coal,Sometimes,frequently,99,6,2130,Low Screen Time (≤6h)
underweight,female,omnivore,private,hybrid,2514,20,3,natural gas,Sometimes,rarely,278,5,2224,High Screen Time (>6h)
overweight,female,omnivore,private,petrol,3208,5,1,natural gas,No,very frequently,89,2,3058,Low Screen Time (≤6h)
underweight,male,pescatarian,public,None,1954,6,14,electricity,Yes,very frequently,69,1,1994,Low Screen Time (≤6h)
underweight,female,vegetarian,walk/bicycle,None,92,3,24,wood,Yes,never,62,6,1605,Low Screen Time (≤6h)
overweight,male,omnivore,public,None,1438,16,8,natural gas,Sometimes,rarely,110,4,1751,High Screen Time (>6h)
overweight,female,vegan,public,None,1923,9,24,natural gas,Sometimes,frequently,223,7,2405,High Screen Time (>6h)
obese,male,pescatarian,public,None,846,4,17,natural gas,Yes,frequently,73,4,1941,Low Screen Time (≤6h)
obese,female,omnivore,walk/bicycle,None,65,10,13,coal,Sometimes,rarely,248,5,2195,High Screen Time (>6h)
obese,female,omnivore,walk/bicycle,None,41,17,23,electricity,Yes,frequently,145,3,2106,High Screen Time (>6h)
obese,male,pescatarian,public,None,635,11,7,coal,Sometimes,rarely,216,4,2516,High Screen Time (>6h)
normal,female,vegetarian,private,hybrid,9842,4,0,electricity,Sometimes,never,255,4,2956,Low Screen Time (≤6h)
overweight,female,pescatarian,walk/bicycle,None,77,10,3,natural gas,No,frequently,54,1,1678,High Screen Time (>6h)
normal,male,omnivore,private,petrol,7953,15,3,electricity,No,never,189,7,4357,High Screen Time (>6h)
obese,male,vegetarian,walk/bicycle,None,48,5,0,coal,No,frequently,216,3,2249,Low Screen Time (≤6h)
normal,female,pescatarian,walk/bicycle,None,86,11,8,natural gas,Yes,never,273,7,776,High Screen Time (>6h)
obese,male,pescatarian,walk/bicycle,None,18,23,4,electricity,Sometimes,frequently,281,4,2794,High Screen Time (>6h)
underweight,female,vegetarian,walk/bicycle,None,65,14,9,coal,Sometimes,never,171,5,1939,High Screen Time (>6h)
normal,female,omnivore,private,hybrid,1844,4,6,coal,No,frequently,158,6,2250,Low Screen Time (≤6h)
underweight,female,pescatarian,walk/bicycle,None,91,16,8,electricity,Sometimes,rarely,198,7,1155,High Screen Time (>6h)
normal,male,omnivore,public,None,1749,6,16,electricity,Yes,never,270,6,1203,Low Screen Time (≤6h)
overweight,male,pescatarian,private,lpg,4397,23,16,natural gas,Yes,very frequently,224,6,4031,High Screen Time (>6h)
underweight,female,vegetarian,public,None,1008,13,19,wood,Sometimes,very frequently,186,5,2364,High Screen Time (>6h)
overweight,male,vegan,walk/bicycle,None,19,19,23,wood,Yes,very frequently,122,5,2446,High Screen Time (>6h)
obese,female,pescatarian,private,lpg,6419,16,15,coal,Sometimes,frequently,158,6,4445,High Screen Time (>6h)
normal,female,vegetarian,walk/bicycle,None,95,8,0,electricity,No,rarely,91,3,1202,High Screen Time (>6h)
normal,female,vegan,walk/bicycle,None,8,15,0,natural gas,Yes,frequently,186,5,1670,High Screen Time (>6h)
obese,female,pescatarian,private,lpg,7008,3,17,coal,No,very frequently,272,4,5133,Low Screen Time (≤6h)
underweight,male,vegan,public,None,1601,17,5,electricity,No,very frequently,90,7,2698,High Screen Time (>6h)
obese,female,pescatarian,walk/bicycle,None,0,18,8,electricity,No,never,232,7,2092,High Screen Time (>6h)
